National №,Name,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,img_url,Generation
824,Blipbug,Bug,Larva Pokémon,0.4,"1,04",8.0,17.6,1. Swarm2. Compound EyesTelepathy (hidden ability),010 (Sword/Shield)014 (The Isle of Armor),1 Special Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,36.0,Medium Fast,Bug,50,50.0,15.0,"3,599–3,855 steps",25.0,160.0,254.0,20.0,40.0,152.0,20.0,40.0,152.0,25.0,49.0,163.0,45.0,85.0,207.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/blipbug.jpg,8.0
825,Dottler,Bug Psychic,Radome Pokémon,0.4,"1,04",19.5,43.0,1. Swarm2. Compound EyesTelepathy (hidden ability),011 (Sword/Shield)015 (The Isle of Armor),2 Special Defense,120.0,"15.7% with PokéBall, full HP",50.0,normal,117.0,Medium Fast,Bug,50,50.0,15.0,"3,599–3,855 steps",50.0,210.0,304.0,35.0,67.0,185.0,80.0,148.0,284.0,50.0,94.0,218.0,90.0,166.0,306.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/dottler.jpg,8.0
826,Orbeetle,Bug Psychic,Seven Spot Pokémon,0.4,"1,04",40.8,89.9,1. Swarm2. FriskTelepathy (hidden ability),012 (Sword/Shield)016 (The Isle of Armor),3 Special Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,253.0,Medium Fast,Bug,50,50.0,15.0,"3,599–3,855 steps",60.0,230.0,324.0,45.0,85.0,207.0,110.0,202.0,350.0,80.0,148.0,284.0,120.0,220.0,372.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/orbeetle.jpg,8.0
827,Nickit,Dark,Fox Pokémon,0.6,"2,00",8.9,19.6,1. Run Away2. UnburdenStakeout (hidden ability),029 (Sword/Shield),1 Special Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,49.0,Fast,Field,50,50.0,15.0,"3,599–3,855 steps",40.0,190.0,284.0,28.0,54.0,170.0,28.0,54.0,170.0,47.0,89.0,212.0,52.0,98.0,223.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/nickit.jpg,8.0
828,Thievul,Dark,Fox Pokémon,1.2,"3,11",19.9,43.9,1. Run Away2. UnburdenStakeout (hidden ability),030 (Sword/Shield),2 Special Defense,127.0,"16.6% with PokéBall, full HP",50.0,normal,159.0,Fast,Field,50,50.0,15.0,"3,599–3,855 steps",70.0,250.0,344.0,58.0,108.0,236.0,58.0,108.0,236.0,87.0,161.0,300.0,92.0,170.0,311.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/thievul.jpg,8.0
829,Gossifleur,Grass,Flowering Pokémon,0.4,"1,04",2.2,4.9,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),126 (Sword/Shield)166 (The Crown Tundra),1 Special Defense,190.0,"24.8% with PokéBall, full HP",50.0,normal,50.0,Medium Fast,Grass,50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,40.0,76.0,196.0,60.0,112.0,240.0,40.0,76.0,196.0,60.0,112.0,240.0,10.0,22.0,130.0,https://img.pokemondb.net/artwork/gossifleur.jpg,8.0
830,Eldegoss,Grass,Cotton Bloom Pokémon,0.5,"1,08",2.5,5.5,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),127 (Sword/Shield)167 (The Crown Tundra),2 Special Defense,75.0,"9.8% with PokéBall, full HP",50.0,normal,161.0,Medium Fast,Grass,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,50.0,94.0,218.0,90.0,166.0,306.0,80.0,148.0,284.0,120.0,220.0,372.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/eldegoss.jpg,8.0
831,Wooloo,Normal,Sheep Pokémon,0.6,"2,00",6.0,13.2,1. Fluffy2. Run AwayBulletproof (hidden ability),034 (Sword/Shield)003 (The Crown Tundra),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,122.0,Medium Fast,Field,50,50.0,15.0,"3,599–3,855 steps",42.0,194.0,288.0,40.0,76.0,196.0,55.0,103.0,229.0,40.0,76.0,196.0,45.0,85.0,207.0,48.0,90.0,214.0,https://img.pokemondb.net/artwork/wooloo.jpg,8.0
832,Dubwool,Normal,Sheep Pokémon,1.3,"4,03",43.0,94.8,1. Fluffy2. SteadfastBulletproof (hidden ability),035 (Sword/Shield)004 (The Crown Tundra),2 Defense,127.0,"16.6% with PokéBall, full HP",50.0,normal,172.0,Medium Fast,Field,50,50.0,15.0,"3,599–3,855 steps",72.0,254.0,348.0,80.0,148.0,284.0,100.0,184.0,328.0,60.0,112.0,240.0,90.0,166.0,306.0,88.0,162.0,302.0,https://img.pokemondb.net/artwork/dubwool.jpg,8.0
833,Chewtle,Water,Snapping Pokémon,0.3,"1,00",8.5,18.7,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),042 (Sword/Shield)056 (The Isle of Armor),1 Attack,255.0,"33.3% with PokéBall, full HP",50.0,normal,57.0,Medium Fast,"Monster, Water 1",50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,64.0,119.0,249.0,50.0,94.0,218.0,38.0,72.0,192.0,38.0,72.0,192.0,44.0,83.0,205.0,https://img.pokemondb.net/artwork/chewtle.jpg,8.0
834,Drednaw,Water Rock,Bite Pokémon,1.0,"3,03",115.5,254.6,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),043 (Sword/Shield)057 (The Isle of Armor),2 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,170.0,Medium Fast,"Monster, Water 1",50,50.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,115.0,211.0,361.0,90.0,166.0,306.0,48.0,90.0,214.0,68.0,126.0,258.0,74.0,137.0,271.0,https://img.pokemondb.net/artwork/drednaw.jpg,8.0
835,Yamper,Electric,Puppy Pokémon,0.3,"1,00",13.5,29.8,1. Ball FetchRattled (hidden ability),046 (Sword/Shield)155 (The Crown Tundra),1 HP,255.0,"33.3% with PokéBall, full HP",50.0,normal,54.0,Fast,Field,50,50.0,20.0,"4,884–5,140 steps",59.0,228.0,322.0,45.0,85.0,207.0,50.0,94.0,218.0,40.0,76.0,196.0,50.0,94.0,218.0,26.0,51.0,166.0,https://img.pokemondb.net/artwork/yamper.jpg,8.0
836,Boltund,Electric,Dog Pokémon,1.0,"3,03",34.0,75.0,1. Strong JawCompetitive (hidden ability),047 (Sword/Shield)156 (The Crown Tundra),2 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,172.0,Fast,Field,50,50.0,20.0,"4,884–5,140 steps",69.0,248.0,342.0,90.0,166.0,306.0,60.0,112.0,240.0,90.0,166.0,306.0,60.0,112.0,240.0,121.0,222.0,375.0,https://img.pokemondb.net/artwork/boltund.jpg,8.0
837,Rolycoly,Rock,Coal Pokémon,0.3,"1,00",12.0,26.5,1. Steam Engine2. HeatproofFlash Fire (hidden ability),161 (Sword/Shield)176 (The Crown Tundra),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,48.0,Medium Slow,Mineral,50,50.0,15.0,"3,599–3,855 steps",30.0,170.0,264.0,40.0,76.0,196.0,50.0,94.0,218.0,40.0,76.0,196.0,50.0,94.0,218.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/rolycoly.jpg,8.0
838,Carkol,Rock Fire,Coal Pokémon,1.1,"3,07",78.0,172.0,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),162 (Sword/Shield)177 (The Crown Tundra),2 Defense,120.0,"15.7% with PokéBall, full HP",50.0,normal,144.0,Medium Slow,Mineral,50,50.0,15.0,"3,599–3,855 steps",80.0,270.0,364.0,60.0,112.0,240.0,90.0,166.0,306.0,60.0,112.0,240.0,70.0,130.0,262.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/carkol.jpg,8.0
839,Coalossal,Rock Fire,Coal Pokémon,2.8,"9,02",310.5,684.5,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),163 (Sword/Shield)178 (The Crown Tundra),3 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,255.0,Medium Slow,Mineral,50,50.0,15.0,"3,599–3,855 steps",110.0,330.0,424.0,80.0,148.0,284.0,120.0,220.0,372.0,80.0,148.0,284.0,90.0,166.0,306.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/coalossal.jpg,8.0
840,Applin,Grass Dragon,Apple Core Pokémon,0.2,"0,08",0.5,1.1,1. Ripen2. GluttonyBulletproof (hidden ability),205 (Sword/Shield)019 (The Isle of Armor),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,52.0,Erratic,"Dragon, Grass",50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,40.0,76.0,196.0,80.0,148.0,284.0,40.0,76.0,196.0,40.0,76.0,196.0,20.0,40.0,152.0,https://img.pokemondb.net/artwork/applin.jpg,8.0
841,Flapple,Grass Dragon,Apple Wing Pokémon,0.3,"1,00",1.0,2.2,1. Ripen2. GluttonyHustle (hidden ability),206 (Sword/Shield)020 (The Isle of Armor),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,170.0,Erratic,"Dragon, Grass",50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,110.0,202.0,350.0,80.0,148.0,284.0,95.0,175.0,317.0,60.0,112.0,240.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/flapple.jpg,8.0
842,Appletun,Grass Dragon,Apple Nectar Pokémon,0.4,"1,04",13.0,28.7,1. Ripen2. GluttonyThick Fat (hidden ability),207 (Sword/Shield)021 (The Isle of Armor),2 HP,45.0,"5.9% with PokéBall, full HP",50.0,normal,170.0,Erratic,"Dragon, Grass",50,50.0,20.0,"4,884–5,140 steps",110.0,330.0,424.0,85.0,157.0,295.0,80.0,148.0,284.0,100.0,184.0,328.0,80.0,148.0,284.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/appletun.jpg,8.0
843,Silicobra,Ground,Sand Snake Pokémon,2.2,"7,03",7.6,16.8,1. Sand Spit2. Shed SkinSand Veil (hidden ability),312 (Sword/Shield)174 (The Isle of Armor),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,63.0,Medium Fast,"Dragon, Field",50,50.0,20.0,"4,884–5,140 steps",52.0,214.0,308.0,57.0,107.0,234.0,75.0,139.0,273.0,35.0,67.0,185.0,50.0,94.0,218.0,46.0,87.0,210.0,https://img.pokemondb.net/artwork/silicobra.jpg,8.0
844,Sandaconda,Ground,Sand Snake Pokémon,3.8,"12,06",65.5,144.4,1. Sand Spit2. Shed SkinSand Veil (hidden ability),313 (Sword/Shield)175 (The Isle of Armor),2 Defense,120.0,"15.7% with PokéBall, full HP",50.0,normal,179.0,Medium Fast,"Dragon, Field",50,50.0,20.0,"4,884–5,140 steps",72.0,254.0,348.0,107.0,197.0,344.0,125.0,229.0,383.0,65.0,121.0,251.0,70.0,130.0,262.0,71.0,132.0,265.0,https://img.pokemondb.net/artwork/sandaconda.jpg,8.0
845,Cramorant,Flying Water,Gulp Pokémon,0.8,"2,07",18.0,39.7,1. Gulp Missile,309 (Sword/Shield)093 (The Isle of Armor),2 Special Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,166.0,Medium Fast,"Flying, Water 1",50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,85.0,157.0,295.0,55.0,103.0,229.0,85.0,157.0,295.0,95.0,175.0,317.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/cramorant.jpg,8.0
846,Arrokuda,Water,Rush Pokémon,0.5,"1,08",1.0,2.2,1. Swift SwimPropeller Tail (hidden ability),180 (Sword/Shield)096 (The Isle of Armor),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,56.0,Slow,Water 2,50,50.0,20.0,"4,884–5,140 steps",41.0,192.0,286.0,63.0,117.0,247.0,40.0,76.0,196.0,40.0,76.0,196.0,30.0,58.0,174.0,66.0,123.0,254.0,https://img.pokemondb.net/artwork/arrokuda.jpg,8.0
847,Barraskewda,Water,Skewer Pokémon,1.3,"4,03",30.0,66.1,1. Swift SwimPropeller Tail (hidden ability),181 (Sword/Shield)097 (The Isle of Armor),2 Speed,60.0,"7.8% with PokéBall, full HP",50.0,normal,172.0,Slow,Water 2,50,50.0,20.0,"4,884–5,140 steps",61.0,232.0,326.0,123.0,225.0,379.0,60.0,112.0,240.0,60.0,112.0,240.0,50.0,94.0,218.0,136.0,249.0,408.0,https://img.pokemondb.net/artwork/barraskewda.jpg,8.0
848,Toxel,Electric Poison,Baby Pokémon,0.4,"1,04",11.0,24.3,1. Rattled2. StaticKlutz (hidden ability),310 (Sword/Shield),1 Special Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,48.0,Medium Slow,Undiscovered,50,50.0,25.0,"6,169–6,425 steps",40.0,190.0,284.0,38.0,72.0,192.0,35.0,67.0,185.0,54.0,101.0,227.0,35.0,67.0,185.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/toxel.jpg,8.0
849,Toxtricity,Electric Poison,Punk Pokémon,1.6,"5,03",40.0,88.2,1. Punk Rock2. MinusTechnician (hidden ability),311 (Sword/Shield),2 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,176.0,Medium Slow,Human-Like,50,50.0,25.0,"6,169–6,425 steps",75.0,260.0,354.0,98.0,180.0,324.0,70.0,130.0,262.0,114.0,209.0,359.0,70.0,130.0,262.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/toxtricity-low-key.jpg,8.0
850,Sizzlipede,Fire Bug,Radiator Pokémon,0.7,"2,04",1.0,2.2,1. Flash Fire2. White SmokeFlame Body (hidden ability),159 (Sword/Shield)099 (The Crown Tundra),1 Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,61.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,65.0,121.0,251.0,45.0,85.0,207.0,50.0,94.0,218.0,50.0,94.0,218.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/sizzlipede.jpg,8.0
851,Centiskorch,Fire Bug,Radiator Pokémon,3.0,"9,10",120.0,264.6,1. Flash Fire2. White SmokeFlame Body (hidden ability),160 (Sword/Shield)100 (The Crown Tundra),2 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,184.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",100.0,310.0,404.0,115.0,211.0,361.0,65.0,121.0,251.0,90.0,166.0,306.0,90.0,166.0,306.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/centiskorch.jpg,8.0
852,Clobbopus,Fighting,Tantrum Pokémon,0.6,"2,00",4.0,8.8,1. LimberTechnician (hidden ability),351 (Sword/Shield)129 (The Isle of Armor),1 Attack,180.0,"23.5% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,"Human-Like, Water 1",50,50.0,25.0,"6,169–6,425 steps",50.0,210.0,304.0,68.0,126.0,258.0,60.0,112.0,240.0,50.0,94.0,218.0,50.0,94.0,218.0,32.0,62.0,179.0,https://img.pokemondb.net/artwork/clobbopus.jpg,8.0
853,Grapploct,Fighting,Tantrum Pokémon,1.6,"5,03",39.0,86.0,1. LimberTechnician (hidden ability),352 (Sword/Shield)130 (The Isle of Armor),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,168.0,Medium Slow,"Human-Like, Water 1",50,50.0,25.0,"6,169–6,425 steps",80.0,270.0,364.0,118.0,216.0,368.0,90.0,166.0,306.0,70.0,130.0,262.0,80.0,148.0,284.0,42.0,80.0,201.0,https://img.pokemondb.net/artwork/grapploct.jpg,8.0
854,Sinistea,Ghost,Black Tea Pokémon,0.1,"0,04",0.2,0.4,1. Weak ArmorCursed Body (hidden ability),335 (Sword/Shield)132 (The Crown Tundra),1 Special Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,62.0,Medium Fast,"Amorphous, Mineral",Genderless,,20.0,"4,884–5,140 steps",40.0,190.0,284.0,45.0,85.0,207.0,45.0,85.0,207.0,74.0,137.0,271.0,54.0,101.0,227.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/sinistea.jpg,8.0
855,Polteageist,Ghost,Black Tea Pokémon,0.2,"0,08",0.4,0.9,1. Weak ArmorCursed Body (hidden ability),336 (Sword/Shield)133 (The Crown Tundra),2 Special Attack,60.0,"7.8% with PokéBall, full HP",50.0,normal,178.0,Medium Fast,"Amorphous, Mineral",Genderless,,20.0,"4,884–5,140 steps",60.0,230.0,324.0,65.0,121.0,251.0,65.0,121.0,251.0,134.0,245.0,403.0,114.0,209.0,359.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/polteageist.jpg,8.0
856,Hatenna,Psychic,Calm Pokémon,0.4,"1,04",3.4,7.5,1. Healer2. AnticipationMagic Bounce (hidden ability),241 (Sword/Shield)040 (The Crown Tundra),1 Special Attack,235.0,"30.7% with PokéBall, full HP",50.0,normal,53.0,Slow,Fairy,0,100.0,20.0,"4,884–5,140 steps",42.0,194.0,288.0,30.0,58.0,174.0,45.0,85.0,207.0,56.0,105.0,232.0,53.0,99.0,225.0,39.0,74.0,194.0,https://img.pokemondb.net/artwork/hatenna.jpg,8.0
857,Hattrem,Psychic,Serene Pokémon,0.6,"2,00",4.8,10.6,1. Healer2. AnticipationMagic Bounce (hidden ability),242 (Sword/Shield)041 (The Crown Tundra),2 Special Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,130.0,Slow,Fairy,0,100.0,20.0,"4,884–5,140 steps",57.0,224.0,318.0,40.0,76.0,196.0,65.0,121.0,251.0,86.0,159.0,298.0,73.0,135.0,269.0,49.0,92.0,216.0,https://img.pokemondb.net/artwork/hattrem.jpg,8.0
858,Hatterene,Psychic Fairy,Silent Pokémon,2.1,"6,11",5.0,11.0,1. Healer2. AnticipationMagic Bounce (hidden ability),243 (Sword/Shield)042 (The Crown Tundra),3 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,255.0,Slow,Fairy,0,100.0,20.0,"4,884–5,140 steps",57.0,224.0,318.0,90.0,166.0,306.0,95.0,175.0,317.0,136.0,249.0,408.0,103.0,189.0,335.0,29.0,56.0,172.0,https://img.pokemondb.net/artwork/hatterene.jpg,8.0
859,Impidimp,Dark Fairy,Wily Pokémon,0.4,"1,04",5.5,12.1,1. Prankster2. FriskPickpocket (hidden ability),238 (Sword/Shield)037 (The Crown Tundra),1 Special Attack,255.0,"33.3% with PokéBall, full HP",50.0,normal,53.0,Medium Fast,"Fairy, Human-Like",100,0.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,45.0,85.0,207.0,30.0,58.0,174.0,55.0,103.0,229.0,40.0,76.0,196.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/impidimp.jpg,8.0
860,Morgrem,Dark Fairy,Devious Pokémon,0.8,"2,07",12.5,27.6,1. Prankster2. FriskPickpocket (hidden ability),239 (Sword/Shield)038 (The Crown Tundra),2 Special Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,130.0,Medium Fast,"Fairy, Human-Like",100,0.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,60.0,112.0,240.0,45.0,85.0,207.0,75.0,139.0,273.0,55.0,103.0,229.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/morgrem.jpg,8.0
861,Grimmsnarl,Dark Fairy,Bulk Up Pokémon,1.5,"4,11",61.0,134.5,1. Prankster2. FriskPickpocket (hidden ability),240 (Sword/Shield)039 (The Crown Tundra),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,255.0,Medium Fast,"Fairy, Human-Like",100,0.0,20.0,"4,884–5,140 steps",95.0,300.0,394.0,120.0,220.0,372.0,65.0,121.0,251.0,95.0,175.0,317.0,75.0,139.0,273.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/grimmsnarl.jpg,8.0
862,Obstagoon,Dark Normal,Blocking Pokémon,1.6,"5,03",46.0,101.4,1. Reckless2. GutsDefiant (hidden ability),033 (Sword/Shield)073 (The Crown Tundra),3 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,260.0,Medium Fast,Field,50,50.0,15.0,"3,599–3,855 steps",93.0,296.0,390.0,90.0,166.0,306.0,101.0,186.0,331.0,60.0,112.0,240.0,81.0,150.0,287.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/obstagoon.jpg,8.0
863,Perrserker,Steel,Viking Pokémon,0.8,"2,07",28.0,61.7,1. Battle Armor2. Tough ClawsSteely Spirit (hidden ability),183 (Sword/Shield),2 Attack,90.0,"11.8% with PokéBall, full HP",50.0,normal,154.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,110.0,202.0,350.0,100.0,184.0,328.0,50.0,94.0,218.0,60.0,112.0,240.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/perrserker.jpg,8.0
864,Cursola,Ghost,Coral Pokémon,1.0,"3,03",0.4,0.9,1. Weak ArmorPerish Body (hidden ability),237 (Sword/Shield),2 Special Attack,30.0,"3.9% with PokéBall, full HP",50.0,normal,179.0,Fast,"Water 1, Water 3",25,75.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,95.0,175.0,317.0,50.0,94.0,218.0,145.0,265.0,427.0,130.0,238.0,394.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/cursola.jpg,8.0
865,Sirfetch'd,Fighting,Wild Duck Pokémon,0.8,"2,07",117.0,257.9,1. SteadfastScrappy (hidden ability),219 (Sword/Shield),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,177.0,Medium Fast,"Field, Flying",50,50.0,20.0,"4,884–5,140 steps",62.0,234.0,328.0,135.0,247.0,405.0,95.0,175.0,317.0,68.0,126.0,258.0,82.0,152.0,289.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/sirfetchd.jpg,8.0
866,Mr. Rime,Ice Psychic,Comedian Pokémon,1.5,"4,11",58.2,128.3,1. Tangled Feet2. Screen CleanerIce Body (hidden ability),366 (Sword/Shield)012 (The Crown Tundra),3 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,182.0,Medium Fast,Human-Like,50,50.0,25.0,"6,169–6,425 steps",80.0,270.0,364.0,85.0,157.0,295.0,75.0,139.0,273.0,110.0,202.0,350.0,100.0,184.0,328.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/mr-rime.jpg,8.0
867,Runerigus,Ground Ghost,Grudge Pokémon,1.6,"5,03",66.6,146.8,1. Wandering Spirit,328 (Sword/Shield),2 Defense,90.0,"11.8% with PokéBall, full HP",50.0,normal,169.0,Medium Fast,"Amorphous, Mineral",50,50.0,25.0,"6,169–6,425 steps",58.0,226.0,320.0,95.0,175.0,317.0,145.0,265.0,427.0,50.0,94.0,218.0,105.0,193.0,339.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/runerigus.jpg,8.0
868,Milcery,Fairy,Cream Pokémon,0.2,"0,08",0.3,0.7,1. Sweet VeilAroma Veil (hidden ability),185 (Sword/Shield),1 Special Defense,200.0,"26.1% with PokéBall, full HP",50.0,normal,54.0,Medium Fast,"Amorphous, Fairy",0,100.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,40.0,76.0,196.0,40.0,76.0,196.0,50.0,94.0,218.0,61.0,114.0,243.0,34.0,65.0,183.0,https://img.pokemondb.net/artwork/milcery.jpg,8.0
869,Alcremie,Fairy,Cream Pokémon,0.3,"1,00",0.5,1.1,1. Sweet VeilAroma Veil (hidden ability),186 (Sword/Shield),2 Special Defense,100.0,"13.1% with PokéBall, full HP",50.0,normal,173.0,Medium Fast,"Amorphous, Fairy",0,100.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,60.0,112.0,240.0,75.0,139.0,273.0,110.0,202.0,350.0,121.0,222.0,375.0,64.0,119.0,249.0,https://img.pokemondb.net/artwork/alcremie.jpg,8.0
870,Falinks,Fighting,Formation Pokémon,3.0,"9,10",62.0,136.7,1. Battle ArmorDefiant (hidden ability),345 (Sword/Shield),"2 Attack, 1 Special Defense",45.0,"5.9% with PokéBall, full HP",50.0,normal,165.0,Medium Fast,"Fairy, Mineral",Genderless,,25.0,"6,169–6,425 steps",65.0,240.0,334.0,100.0,184.0,328.0,100.0,184.0,328.0,70.0,130.0,262.0,60.0,112.0,240.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/falinks.jpg,8.0
871,Pincurchin,Electric,Sea Urchin Pokémon,0.3,"1,00",1.0,2.2,1. Lightning RodElectric Surge (hidden ability),353 (Sword/Shield)126 (The Isle of Armor)158 (The Crown Tundra),2 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,152.0,Medium Fast,"Amorphous, Water 1",50,50.0,20.0,"4,884–5,140 steps",48.0,206.0,300.0,101.0,186.0,331.0,95.0,175.0,317.0,91.0,168.0,309.0,85.0,157.0,295.0,15.0,31.0,141.0,https://img.pokemondb.net/artwork/pincurchin.jpg,8.0
872,Snom,Ice Bug,Worm Pokémon,0.3,"1,00",3.8,8.4,1. Shield DustIce Scales (hidden ability),349 (Sword/Shield)001 (The Crown Tundra),1 Special Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,37.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",30.0,170.0,264.0,25.0,49.0,163.0,35.0,67.0,185.0,45.0,85.0,207.0,30.0,58.0,174.0,20.0,40.0,152.0,https://img.pokemondb.net/artwork/snom.jpg,8.0
873,Frosmoth,Ice Bug,Frost Moth Pokémon,1.3,"4,03",42.0,92.6,1. Shield DustIce Scales (hidden ability),350 (Sword/Shield)002 (The Crown Tundra),2 Special Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,166.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,65.0,121.0,251.0,60.0,112.0,240.0,125.0,229.0,383.0,90.0,166.0,306.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/frosmoth.jpg,8.0
874,Stonjourner,Rock,Big Rock Pokémon,2.5,"8,02",520.0,1146.4,1. Power Spot,369 (Sword/Shield)089 (The Crown Tundra),2 Defense,60.0,"7.8% with PokéBall, full HP",50.0,normal,165.0,Slow,Mineral,50,50.0,25.0,"6,169–6,425 steps",100.0,310.0,404.0,125.0,229.0,383.0,135.0,247.0,405.0,20.0,40.0,152.0,20.0,40.0,152.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/stonjourner.jpg,8.0
875,Eiscue,Ice,Penguin Pokémon,1.4,"4,07",89.0,196.2,1. Ice Face,370 (Sword/Shield)090 (The Crown Tundra),2 Defense,60.0,"7.8% with PokéBall, full HP",50.0,normal,165.0,Slow,"Field, Water 1",50,50.0,25.0,"6,169–6,425 steps",75.0,260.0,354.0,80.0,148.0,284.0,110.0,202.0,350.0,65.0,121.0,251.0,90.0,166.0,306.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/eiscue-ice.jpg,8.0
