,National №,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,Name,img_url,Generation
817,818,Water,Secret Agent,1.9,6.03,45.2,99.6,1. TorrentSniper (hidden ability),009 (Sword/Shield),3 Speed,45,"5.9% with PokéBall, full HP",50,normal,265,Medium Slow,"Field, Water 1",87.5,12.5,20,"4,884–5,140 steps",70,250,344,85,157,295,65,121,251,125,229,383,65,121,251,120,220,372,Inteleon,https://img.pokemondb.net/artwork/inteleon.jpg,
818,819,Normal,Cheeky,0.3,1.00,2.5,5.5,1. Cheek PouchGluttony (hidden ability),024 (Sword/Shield)009 (The Isle of Armor)005 (The Crown Tundra),1 HP,255,"33.3% with PokéBall, full HP",50,normal,55,Medium Fast,Field,50,50,20,"4,884–5,140 steps",70,250,344,55,103,229,55,103,229,35,67,185,35,67,185,25,49,163,Skwovet,https://img.pokemondb.net/artwork/skwovet.jpg,
819,820,Normal,Greedy,0.6,2.00,6.0,13.2,1. Cheek PouchGluttony (hidden ability),025 (Sword/Shield)010 (The Isle of Armor)006 (The Crown Tundra),2 HP,90,"11.8% with PokéBall, full HP",50,normal,161,Medium Fast,Field,50,50,20,"4,884–5,140 steps",120,350,444,95,175,317,95,175,317,55,103,229,75,139,273,20,40,152,Greedent,https://img.pokemondb.net/artwork/greedent.jpg,
820,821,Flying,Tiny Bird,0.2,0.08,1.8,4.0,1. Keen Eye2. UnnerveBig Pecks (hidden ability),021 (Sword/Shield)163 (The Crown Tundra),1 Speed,255,"33.3% with PokéBall, full HP",50,normal,49,Medium Slow,Flying,50,50,15,"3,599–3,855 steps",38,186,280,47,89,212,35,67,185,33,63,181,35,67,185,57,107,234,Rookidee,https://img.pokemondb.net/artwork/rookidee.jpg,
821,822,Flying,Raven,0.8,2.07,16.0,35.3,1. Keen Eye2. UnnerveBig Pecks (hidden ability),022 (Sword/Shield)164 (The Crown Tundra),2 Speed,120,"15.7% with PokéBall, full HP",50,normal,128,Medium Slow,Flying,50,50,15,"3,599–3,855 steps",68,246,340,67,125,256,55,103,229,43,81,203,55,103,229,77,143,278,Corvisquire,https://img.pokemondb.net/artwork/corvisquire.jpg,
822,823,Flying Steel,Raven,2.2,7.03,75.0,165.3,1. Pressure2. UnnerveMirror Armor (hidden ability),023 (Sword/Shield)165 (The Crown Tundra),3 Defense,45,"5.9% with PokéBall, full HP",50,normal,248,Medium Slow,Flying,50,50,15,"3,599–3,855 steps",98,306,400,87,161,300,105,193,339,53,99,225,85,157,295,67,125,256,Corviknight,https://img.pokemondb.net/artwork/corviknight.jpg,
823,824,Bug,Larva,0.4,1.04,8.0,17.6,1. Swarm2. Compound EyesTelepathy (hidden ability),010 (Sword/Shield)014 (The Isle of Armor),1 Special Defense,255,"33.3% with PokéBall, full HP",50,normal,36,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,Blipbug,https://img.pokemondb.net/artwork/blipbug.jpg,
824,825,Bug Psychic,Radome,0.4,1.04,19.5,43.0,1. Swarm2. Compound EyesTelepathy (hidden ability),011 (Sword/Shield)015 (The Isle of Armor),2 Special Defense,120,"15.7% with PokéBall, full HP",50,normal,117,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",50,210,304,35,67,185,80,148,284,50,94,218,90,166,306,30,58,174,Dottler,https://img.pokemondb.net/artwork/dottler.jpg,
825,826,Bug Psychic,Seven Spot,0.4,1.04,40.8,89.9,1. Swarm2. FriskTelepathy (hidden ability),012 (Sword/Shield)016 (The Isle of Armor),3 Special Defense,45,"5.9% with PokéBall, full HP",50,normal,253,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",60,230,324,45,85,207,110,202,350,80,148,284,120,220,372,90,166,306,Orbeetle,https://img.pokemondb.net/artwork/orbeetle.jpg,
826,827,Dark,Fox,0.6,2.00,8.9,19.6,1. Run Away2. UnburdenStakeout (hidden ability),029 (Sword/Shield),1 Special Defense,255,"33.3% with PokéBall, full HP",50,normal,49,Fast,Field,50,50,15,"3,599–3,855 steps",40,190,284,28,54,170,28,54,170,47,89,212,52,98,223,50,94,218,Nickit,https://img.pokemondb.net/artwork/nickit.jpg,
827,828,Dark,Fox,1.2,3.11,19.9,43.9,1. Run Away2. UnburdenStakeout (hidden ability),030 (Sword/Shield),2 Special Defense,127,"16.6% with PokéBall, full HP",50,normal,159,Fast,Field,50,50,15,"3,599–3,855 steps",70,250,344,58,108,236,58,108,236,87,161,300,92,170,311,90,166,306,Thievul,https://img.pokemondb.net/artwork/thievul.jpg,
828,829,Grass,Flowering,0.4,1.04,2.2,4.9,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),126 (Sword/Shield)166 (The Crown Tundra),1 Special Defense,190,"24.8% with PokéBall, full HP",50,normal,50,Medium Fast,Grass,50,50,20,"4,884–5,140 steps",40,190,284,40,76,196,60,112,240,40,76,196,60,112,240,10,22,130,Gossifleur,https://img.pokemondb.net/artwork/gossifleur.jpg,
829,830,Grass,Cotton Bloom,0.5,1.08,2.5,5.5,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),127 (Sword/Shield)167 (The Crown Tundra),2 Special Defense,75,"9.8% with PokéBall, full HP",50,normal,161,Medium Fast,Grass,50,50,20,"4,884–5,140 steps",60,230,324,50,94,218,90,166,306,80,148,284,120,220,372,60,112,240,Eldegoss,https://img.pokemondb.net/artwork/eldegoss.jpg,
830,831,Normal,Sheep,0.6,2.00,6.0,13.2,1. Fluffy2. Run AwayBulletproof (hidden ability),034 (Sword/Shield)003 (The Crown Tundra),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,122,Medium Fast,Field,50,50,15,"3,599–3,855 steps",42,194,288,40,76,196,55,103,229,40,76,196,45,85,207,48,90,214,Wooloo,https://img.pokemondb.net/artwork/wooloo.jpg,
831,832,Normal,Sheep,1.3,4.03,43.0,94.8,1. Fluffy2. SteadfastBulletproof (hidden ability),035 (Sword/Shield)004 (The Crown Tundra),2 Defense,127,"16.6% with PokéBall, full HP",50,normal,172,Medium Fast,Field,50,50,15,"3,599–3,855 steps",72,254,348,80,148,284,100,184,328,60,112,240,90,166,306,88,162,302,Dubwool,https://img.pokemondb.net/artwork/dubwool.jpg,
832,833,Water,Snapping,0.3,1.00,8.5,18.7,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),042 (Sword/Shield)056 (The Isle of Armor),1 Attack,255,"33.3% with PokéBall, full HP",50,normal,57,Medium Fast,"Monster, Water 1",50,50,20,"4,884–5,140 steps",50,210,304,64,119,249,50,94,218,38,72,192,38,72,192,44,83,205,Chewtle,https://img.pokemondb.net/artwork/chewtle.jpg,
833,834,Water Rock,Bite,1.0,3.03,115.5,254.6,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),043 (Sword/Shield)057 (The Isle of Armor),2 Attack,75,"9.8% with PokéBall, full HP",50,normal,170,Medium Fast,"Monster, Water 1",50,50,20,"4,884–5,140 steps",90,290,384,115,211,361,90,166,306,48,90,214,68,126,258,74,137,271,Drednaw,https://img.pokemondb.net/artwork/drednaw.jpg,
834,835,Electric,Puppy,0.3,1.00,13.5,29.8,1. Ball FetchRattled (hidden ability),046 (Sword/Shield)155 (The Crown Tundra),1 HP,255,"33.3% with PokéBall, full HP",50,normal,54,Fast,Field,50,50,20,"4,884–5,140 steps",59,228,322,45,85,207,50,94,218,40,76,196,50,94,218,26,51,166,Yamper,https://img.pokemondb.net/artwork/yamper.jpg,
835,836,Electric,Dog,1.0,3.03,34.0,75.0,1. Strong JawCompetitive (hidden ability),047 (Sword/Shield)156 (The Crown Tundra),2 Speed,45,"5.9% with PokéBall, full HP",50,normal,172,Fast,Field,50,50,20,"4,884–5,140 steps",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,Boltund,https://img.pokemondb.net/artwork/boltund.jpg,
836,837,Rock,Coal,0.3,1.00,12.0,26.5,1. Steam Engine2. HeatproofFlash Fire (hidden ability),161 (Sword/Shield)176 (The Crown Tundra),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,48,Medium Slow,Mineral,50,50,15,"3,599–3,855 steps",30,170,264,40,76,196,50,94,218,40,76,196,50,94,218,30,58,174,Rolycoly,https://img.pokemondb.net/artwork/rolycoly.jpg,
837,838,Rock Fire,Coal,1.1,3.07,78.0,172.0,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),162 (Sword/Shield)177 (The Crown Tundra),2 Defense,120,"15.7% with PokéBall, full HP",50,normal,144,Medium Slow,Mineral,50,50,15,"3,599–3,855 steps",80,270,364,60,112,240,90,166,306,60,112,240,70,130,262,50,94,218,Carkol,https://img.pokemondb.net/artwork/carkol.jpg,
838,839,Rock Fire,Coal,2.8,9.02,310.5,684.5,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),163 (Sword/Shield)178 (The Crown Tundra),3 Defense,45,"5.9% with PokéBall, full HP",50,normal,255,Medium Slow,Mineral,50,50,15,"3,599–3,855 steps",110,330,424,80,148,284,120,220,372,80,148,284,90,166,306,30,58,174,Coalossal,https://img.pokemondb.net/artwork/coalossal.jpg,
839,840,Grass Dragon,Apple Core,0.2,0.08,0.5,1.1,1. Ripen2. GluttonyBulletproof (hidden ability),205 (Sword/Shield)019 (The Isle of Armor),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,52,Erratic,"Dragon, Grass",50,50,20,"4,884–5,140 steps",40,190,284,40,76,196,80,148,284,40,76,196,40,76,196,20,40,152,Applin,https://img.pokemondb.net/artwork/applin.jpg,
840,841,Grass Dragon,Apple Wing,0.3,1.00,1.0,2.2,1. Ripen2. GluttonyHustle (hidden ability),206 (Sword/Shield)020 (The Isle of Armor),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,170,Erratic,"Dragon, Grass",50,50,20,"4,884–5,140 steps",70,250,344,110,202,350,80,148,284,95,175,317,60,112,240,70,130,262,Flapple,https://img.pokemondb.net/artwork/flapple.jpg,
841,842,Grass Dragon,Apple Nectar,0.4,1.04,13.0,28.7,1. Ripen2. GluttonyThick Fat (hidden ability),207 (Sword/Shield)021 (The Isle of Armor),2 HP,45,"5.9% with PokéBall, full HP",50,normal,170,Erratic,"Dragon, Grass",50,50,20,"4,884–5,140 steps",110,330,424,85,157,295,80,148,284,100,184,328,80,148,284,30,58,174,Appletun,https://img.pokemondb.net/artwork/appletun.jpg,
842,843,Ground,Sand Snake,2.2,7.03,7.6,16.8,1. Sand Spit2. Shed SkinSand Veil (hidden ability),312 (Sword/Shield)174 (The Isle of Armor),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,63,Medium Fast,"Dragon, Field",50,50,20,"4,884–5,140 steps",52,214,308,57,107,234,75,139,273,35,67,185,50,94,218,46,87,210,Silicobra,https://img.pokemondb.net/artwork/silicobra.jpg,
843,844,Ground,Sand Snake,3.8,12.06,65.5,144.4,1. Sand Spit2. Shed SkinSand Veil (hidden ability),313 (Sword/Shield)175 (The Isle of Armor),2 Defense,120,"15.7% with PokéBall, full HP",50,normal,179,Medium Fast,"Dragon, Field",50,50,20,"4,884–5,140 steps",72,254,348,107,197,344,125,229,383,65,121,251,70,130,262,71,132,265,Sandaconda,https://img.pokemondb.net/artwork/sandaconda.jpg,
844,845,Flying Water,Gulp,0.8,2.07,18.0,39.7,1. Gulp Missile,309 (Sword/Shield)093 (The Isle of Armor),2 Special Defense,45,"5.9% with PokéBall, full HP",50,normal,166,Medium Fast,"Flying, Water 1",50,50,20,"4,884–5,140 steps",70,250,344,85,157,295,55,103,229,85,157,295,95,175,317,85,157,295,Cramorant,https://img.pokemondb.net/artwork/cramorant.jpg,
845,846,Water,Rush,0.5,1.08,1.0,2.2,1. Swift SwimPropeller Tail (hidden ability),180 (Sword/Shield)096 (The Isle of Armor),1 Speed,255,"33.3% with PokéBall, full HP",50,normal,56,Slow,Water 2,50,50,20,"4,884–5,140 steps",41,192,286,63,117,247,40,76,196,40,76,196,30,58,174,66,123,254,Arrokuda,https://img.pokemondb.net/artwork/arrokuda.jpg,
846,847,Water,Skewer,1.3,4.03,30.0,66.1,1. Swift SwimPropeller Tail (hidden ability),181 (Sword/Shield)097 (The Isle of Armor),2 Speed,60,"7.8% with PokéBall, full HP",50,normal,172,Slow,Water 2,50,50,20,"4,884–5,140 steps",61,232,326,123,225,379,60,112,240,60,112,240,50,94,218,136,249,408,Barraskewda,https://img.pokemondb.net/artwork/barraskewda.jpg,
847,848,Electric Poison,Baby,0.4,1.04,11.0,24.3,1. Rattled2. StaticKlutz (hidden ability),310 (Sword/Shield),1 Special Attack,75,"9.8% with PokéBall, full HP",50,normal,48,Medium Slow,Undiscovered,50,50,25,"6,169–6,425 steps",40,190,284,38,72,192,35,67,185,54,101,227,35,67,185,40,76,196,Toxel,https://img.pokemondb.net/artwork/toxel.jpg,
848,849,Electric Poison,Punk,1.6,5.03,40.0,88.2,1. Punk Rock2. MinusTechnician (hidden ability),311 (Sword/Shield),2 Special Attack,45,"5.9% with PokéBall, full HP",50,normal,176,Medium Slow,Human-Like,50,50,25,"6,169–6,425 steps",75,260,354,98,180,324,70,130,262,114,209,359,70,130,262,75,139,273,Toxtricity,https://img.pokemondb.net/artwork/toxtricity-low-key.jpg,
849,850,Fire Bug,Radiator,0.7,2.04,1.0,2.2,1. Flash Fire2. White SmokeFlame Body (hidden ability),159 (Sword/Shield)099 (The Crown Tundra),1 Attack,190,"24.8% with PokéBall, full HP",50,normal,61,Medium Fast,Bug,50,50,20,"4,884–5,140 steps",50,210,304,65,121,251,45,85,207,50,94,218,50,94,218,45,85,207,Sizzlipede,https://img.pokemondb.net/artwork/sizzlipede.jpg,
850,851,Fire Bug,Radiator,3.0,9.10,120.0,264.6,1. Flash Fire2. White SmokeFlame Body (hidden ability),160 (Sword/Shield)100 (The Crown Tundra),2 Attack,75,"9.8% with PokéBall, full HP",50,normal,184,Medium Fast,Bug,50,50,20,"4,884–5,140 steps",100,310,404,115,211,361,65,121,251,90,166,306,90,166,306,65,121,251,Centiskorch,https://img.pokemondb.net/artwork/centiskorch.jpg,
851,852,Fighting,Tantrum,0.6,2.00,4.0,8.8,1. LimberTechnician (hidden ability),351 (Sword/Shield)129 (The Isle of Armor),1 Attack,180,"23.5% with PokéBall, full HP",50,normal,62,Medium Slow,"Human-Like, Water 1",50,50,25,"6,169–6,425 steps",50,210,304,68,126,258,60,112,240,50,94,218,50,94,218,32,62,179,Clobbopus,https://img.pokemondb.net/artwork/clobbopus.jpg,
852,853,Fighting,Tantrum,1.6,5.03,39.0,86.0,1. LimberTechnician (hidden ability),352 (Sword/Shield)130 (The Isle of Armor),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,168,Medium Slow,"Human-Like, Water 1",50,50,25,"6,169–6,425 steps",80,270,364,118,216,368,90,166,306,70,130,262,80,148,284,42,80,201,Grapploct,https://img.pokemondb.net/artwork/grapploct.jpg,
853,854,Ghost,Black Tea,0.1,0.04,0.2,0.4,1. Weak ArmorCursed Body (hidden ability),335 (Sword/Shield)132 (The Crown Tundra),1 Special Attack,120,"15.7% with PokéBall, full HP",50,normal,62,Medium Fast,"Amorphous, Mineral",Genderless,,20,"4,884–5,140 steps",40,190,284,45,85,207,45,85,207,74,137,271,54,101,227,50,94,218,Sinistea,https://img.pokemondb.net/artwork/sinistea.jpg,
854,855,Ghost,Black Tea,0.2,0.08,0.4,0.9,1. Weak ArmorCursed Body (hidden ability),336 (Sword/Shield)133 (The Crown Tundra),2 Special Attack,60,"7.8% with PokéBall, full HP",50,normal,178,Medium Fast,"Amorphous, Mineral",Genderless,,20,"4,884–5,140 steps",60,230,324,65,121,251,65,121,251,134,245,403,114,209,359,70,130,262,Polteageist,https://img.pokemondb.net/artwork/polteageist.jpg,
855,856,Psychic,Calm,0.4,1.04,3.4,7.5,1. Healer2. AnticipationMagic Bounce (hidden ability),241 (Sword/Shield)040 (The Crown Tundra),1 Special Attack,235,"30.7% with PokéBall, full HP",50,normal,53,Slow,Fairy,0,100,20,"4,884–5,140 steps",42,194,288,30,58,174,45,85,207,56,105,232,53,99,225,39,74,194,Hatenna,https://img.pokemondb.net/artwork/hatenna.jpg,
856,857,Psychic,Serene,0.6,2.00,4.8,10.6,1. Healer2. AnticipationMagic Bounce (hidden ability),242 (Sword/Shield)041 (The Crown Tundra),2 Special Attack,120,"15.7% with PokéBall, full HP",50,normal,130,Slow,Fairy,0,100,20,"4,884–5,140 steps",57,224,318,40,76,196,65,121,251,86,159,298,73,135,269,49,92,216,Hattrem,https://img.pokemondb.net/artwork/hattrem.jpg,
857,858,Psychic Fairy,Silent,2.1,6.11,5.0,11.0,1. Healer2. AnticipationMagic Bounce (hidden ability),243 (Sword/Shield)042 (The Crown Tundra),3 Special Attack,45,"5.9% with PokéBall, full HP",50,normal,255,Slow,Fairy,0,100,20,"4,884–5,140 steps",57,224,318,90,166,306,95,175,317,136,249,408,103,189,335,29,56,172,Hatterene,https://img.pokemondb.net/artwork/hatterene.jpg,
858,859,Dark Fairy,Wily,0.4,1.04,5.5,12.1,1. Prankster2. FriskPickpocket (hidden ability),238 (Sword/Shield)037 (The Crown Tundra),1 Special Attack,255,"33.3% with PokéBall, full HP",50,normal,53,Medium Fast,"Fairy, Human-Like",100,0,20,"4,884–5,140 steps",45,200,294,45,85,207,30,58,174,55,103,229,40,76,196,50,94,218,Impidimp,https://img.pokemondb.net/artwork/impidimp.jpg,
859,860,Dark Fairy,Devious,0.8,2.07,12.5,27.6,1. Prankster2. FriskPickpocket (hidden ability),239 (Sword/Shield)038 (The Crown Tundra),2 Special Attack,120,"15.7% with PokéBall, full HP",50,normal,130,Medium Fast,"Fairy, Human-Like",100,0,20,"4,884–5,140 steps",65,240,334,60,112,240,45,85,207,75,139,273,55,103,229,70,130,262,Morgrem,https://img.pokemondb.net/artwork/morgrem.jpg,
860,861,Dark Fairy,Bulk Up,1.5,4.11,61.0,134.5,1. Prankster2. FriskPickpocket (hidden ability),240 (Sword/Shield)039 (The Crown Tundra),3 Attack,45,"5.9% with PokéBall, full HP",50,normal,255,Medium Fast,"Fairy, Human-Like",100,0,20,"4,884–5,140 steps",95,300,394,120,220,372,65,121,251,95,175,317,75,139,273,60,112,240,Grimmsnarl,https://img.pokemondb.net/artwork/grimmsnarl.jpg,
861,862,Dark Normal,Blocking,1.6,5.03,46.0,101.4,1. Reckless2. GutsDefiant (hidden ability),033 (Sword/Shield)073 (The Crown Tundra),3 Defense,45,"5.9% with PokéBall, full HP",50,normal,260,Medium Fast,Field,50,50,15,"3,599–3,855 steps",93,296,390,90,166,306,101,186,331,60,112,240,81,150,287,95,175,317,Obstagoon,https://img.pokemondb.net/artwork/obstagoon.jpg,
862,863,Steel,Viking,0.8,2.07,28.0,61.7,1. Battle Armor2. Tough ClawsSteely Spirit (hidden ability),183 (Sword/Shield),2 Attack,90,"11.8% with PokéBall, full HP",50,normal,154,Medium Fast,Field,50,50,20,"4,884–5,140 steps",70,250,344,110,202,350,100,184,328,50,94,218,60,112,240,50,94,218,Perrserker,https://img.pokemondb.net/artwork/perrserker.jpg,
863,864,Ghost,Coral,1.0,3.03,0.4,0.9,1. Weak ArmorPerish Body (hidden ability),237 (Sword/Shield),2 Special Attack,30,"3.9% with PokéBall, full HP",50,normal,179,Fast,"Water 1, Water 3",25,75,20,"4,884–5,140 steps",60,230,324,95,175,317,50,94,218,145,265,427,130,238,394,30,58,174,Cursola,https://img.pokemondb.net/artwork/cursola.jpg,
864,865,Fighting,Wild Duck,0.8,2.07,117.0,257.9,1. SteadfastScrappy (hidden ability),219 (Sword/Shield),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,177,Medium Fast,"Field, Flying",50,50,20,"4,884–5,140 steps",62,234,328,135,247,405,95,175,317,68,126,258,82,152,289,65,121,251,Sirfetch'd,https://img.pokemondb.net/artwork/sirfetchd.jpg,
865,866,Ice Psychic,Comedian,1.5,4.11,58.2,128.3,1. Tangled Feet2. Screen CleanerIce Body (hidden ability),366 (Sword/Shield)012 (The Crown Tundra),3 Special Attack,45,"5.9% with PokéBall, full HP",50,normal,182,Medium Fast,Human-Like,50,50,25,"6,169–6,425 steps",80,270,364,85,157,295,75,139,273,110,202,350,100,184,328,70,130,262,Mr. Rime,https://img.pokemondb.net/artwork/mr-rime.jpg,
866,867,Ground Ghost,Grudge,1.6,5.03,66.6,146.8,1. Wandering Spirit,328 (Sword/Shield),2 Defense,90,"11.8% with PokéBall, full HP",50,normal,169,Medium Fast,"Amorphous, Mineral",50,50,25,"6,169–6,425 steps",58,226,320,95,175,317,145,265,427,50,94,218,105,193,339,30,58,174,Runerigus,https://img.pokemondb.net/artwork/runerigus.jpg,
867,868,Fairy,Cream,0.2,0.08,0.3,0.7,1. Sweet VeilAroma Veil (hidden ability),185 (Sword/Shield),1 Special Defense,200,"26.1% with PokéBall, full HP",50,normal,54,Medium Fast,"Amorphous, Fairy",0,100,20,"4,884–5,140 steps",45,200,294,40,76,196,40,76,196,50,94,218,61,114,243,34,65,183,Milcery,https://img.pokemondb.net/artwork/milcery.jpg,
868,869,Fairy,Cream,0.3,1.00,0.5,1.1,1. Sweet VeilAroma Veil (hidden ability),186 (Sword/Shield),2 Special Defense,100,"13.1% with PokéBall, full HP",50,normal,173,Medium Fast,"Amorphous, Fairy",0,100,20,"4,884–5,140 steps",65,240,334,60,112,240,75,139,273,110,202,350,121,222,375,64,119,249,Alcremie,https://img.pokemondb.net/artwork/alcremie.jpg,
869,870,Fighting,Formation,3.0,9.10,62.0,136.7,1. Battle ArmorDefiant (hidden ability),345 (Sword/Shield),"2 Attack, 1 Special Defense",45,"5.9% with PokéBall, full HP",50,normal,165,Medium Fast,"Fairy, Mineral",Genderless,,25,"6,169–6,425 steps",65,240,334,100,184,328,100,184,328,70,130,262,60,112,240,75,139,273,Falinks,https://img.pokemondb.net/artwork/falinks.jpg,
870,871,Electric,Sea Urchin,0.3,1.00,1.0,2.2,1. Lightning RodElectric Surge (hidden ability),353 (Sword/Shield)126 (The Isle of Armor)158 (The Crown Tundra),2 Attack,75,"9.8% with PokéBall, full HP",50,normal,152,Medium Fast,"Amorphous, Water 1",50,50,20,"4,884–5,140 steps",48,206,300,101,186,331,95,175,317,91,168,309,85,157,295,15,31,141,Pincurchin,https://img.pokemondb.net/artwork/pincurchin.jpg,
871,872,Ice Bug,Worm,0.3,1.00,3.8,8.4,1. Shield DustIce Scales (hidden ability),349 (Sword/Shield)001 (The Crown Tundra),1 Special Attack,190,"24.8% with PokéBall, full HP",50,normal,37,Medium Fast,Bug,50,50,20,"4,884–5,140 steps",30,170,264,25,49,163,35,67,185,45,85,207,30,58,174,20,40,152,Snom,https://img.pokemondb.net/artwork/snom.jpg,
872,873,Ice Bug,Frost Moth,1.3,4.03,42.0,92.6,1. Shield DustIce Scales (hidden ability),350 (Sword/Shield)002 (The Crown Tundra),2 Special Attack,75,"9.8% with PokéBall, full HP",50,normal,166,Medium Fast,Bug,50,50,20,"4,884–5,140 steps",70,250,344,65,121,251,60,112,240,125,229,383,90,166,306,65,121,251,Frosmoth,https://img.pokemondb.net/artwork/frosmoth.jpg,
873,874,Rock,Big Rock,2.5,8.02,520.0,1146.4,1. Power Spot,369 (Sword/Shield)089 (The Crown Tundra),2 Defense,60,"7.8% with PokéBall, full HP",50,normal,165,Slow,Mineral,50,50,25,"6,169–6,425 steps",100,310,404,125,229,383,135,247,405,20,40,152,20,40,152,70,130,262,Stonjourner,https://img.pokemondb.net/artwork/stonjourner.jpg,
874,875,Ice,Penguin,1.4,4.07,89.0,196.2,1. Ice Face,370 (Sword/Shield)090 (The Crown Tundra),2 Defense,60,"7.8% with PokéBall, full HP",50,normal,165,Slow,"Field, Water 1",50,50,25,"6,169–6,425 steps",75,260,354,80,148,284,110,202,350,65,121,251,90,166,306,50,94,218,Eiscue,https://img.pokemondb.net/artwork/eiscue-ice.jpg,
